"","Strain","Well","Bact_score_mean","Mean_Bact_metf_0","Mean_Bact_metf_50","Mean_Bact_metf_100","Mean_Bact_metf_200","SD_Bact_metf_0","SD_Bact_metf_50","SD_Bact_metf_100","SD_Bact_metf_200","phylogroup","fasta","Strainname","Accession","Assembly","Annotation","Broadphenotype","PG","Plate_Well","Plate","Origin","Annotation_0mM","Annotation_50mM","phylogroup_Ctyping","mash_group_Ctyping","Discard","Notes"
"511","NT12590","E9",1.21067680301399,15.8549333333333,11.2761,7.36706666666667,0.552033333333333,0.925972836174655,0.659347275720465,0.497449618889525,0.657652585590092,"B2","NT12590_715.fasta","NILS57","PRJEB20550","715","715","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"512","NT12591","E10",1.19235730036845,14.4207333333333,9.6275,5.8229,1.74426666666667,0.65464118670714,0.895567373233304,1.00718679002457,0.876854448202969,"B2","NT12591_716.fasta","NILS58","PRJEB20550","716","716","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"513","NT12592","E11",1.44973169923816,15.095,11.1945666666667,8.0904,2.59873333333333,0.435509402883566,0.761989431247792,1.25102870870336,0.725344113737289,"B2","NT12592_717.fasta","NILS59","PRJEB20550","717","717","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","super_bio","B2",NA,"No",NA
"514","NT12593","E12",1.25700021937251,15.6507,11.7539,7.72076666666667,0.198266666666667,0.658802648749989,0.0565957595584693,0.95789499598512,0.253517343259457,"G","NT12593_718.fasta","NILS60","PRJEB20550","718","718","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","biofilm","G",NA,"No",NA
"515","NT12594","F1",1.44244892582306,12.1457333333333,9.62,6.28583333333333,1.61376666666667,0.975508489626478,0.462118069328608,0.328497645856608,0.979731914011855,"B2","NT12594_719.fasta","NILS61","PRJEB20550","719","719","Pathogenic strain","PG6","PG6_6","6","ECOREF","super_bio","super_bio","B2",NA,"No",NA
"516","NT12595","F2",1.27128340233346,15.0563333333333,10.2321666666667,7.3734,1.5353,0.551777657515538,0.0695977968999974,0.828751422321554,1.10998740533395,"B2","NT12595_720.fasta","NILS62","PRJEB20550","720","720","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","biofilm","B2",NA,"No",NA
"517","NT12596","F3",1.26806752656049,14.8623,10.2899666666667,7.06406666666667,1.49236666666667,1.19039543009876,0.393986602987123,1.44579447133171,1.47177493637218,"B2","NT12596_721.fasta","NILS63","PRJEB20550","721","721","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","biofilm","B2",NA,"No",NA
"518","NT12597","F4",1.28809405285177,15.7358333333333,11.2888,7.3183,1.66213333333333,0.335353430477957,0.171213054408827,0.916213670493951,0.586421642961217,"B2","NT12597_722.fasta","NILS64","PRJEB20550","722","722","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","super_bio","B2",NA,"No",NA
"519","NT12598","F5",1.13708530635008,16.1977,10.1891333333333,6.6992,1.52983333333333,0.74488513879658,0.610357209618543,0.928155897465507,1.10653593404522,"B2","NT12598_723.fasta","NILS65","PRJEB20550","723","723","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"520","NT12599","F6",1.34770693203955,14.5104,10.537,7.3263,1.69246666666667,0.899777578071381,0.156731203019692,0.928645696700308,2.7990959082056,"B2","NT12599_724.fasta","NILS66","PRJEB20550","724","724","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"521","NT12600","F7",1.30242980789529,15.79,11.4824666666667,7.7303,1.3526,1.23696480548155,0.322366194464205,0.761713666675346,1.36851176100171,"B2","NT12600_725.fasta","NILS67","PRJEB20550","725","725","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"522","NT12601","F8",1.25008724363793,14.9008,11.0044333333333,7.1655,0.457366666666667,0.428475285168235,0.106097376656228,0.881472109598483,0.42541462519915,"B2","NT12601_726.fasta","NILS68","PRJEB20550","726","726","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"523","NT12602","F9",1.24036326412767,12.6996666666667,8.01513333333333,5.3975,2.33956666666667,1.06613962656555,1.22519382276166,0.473582981113131,0.377093361560945,"B2","NT12602_727.fasta","NILS69","PRJEB20550","727","727","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"524","NT12603","F10",1.4265432849857,16.1630333333333,11.3389666666667,7.00236666666667,4.71593333333333,0.262003326950887,0.646906657357406,0.299262582581474,0.325938680327042,"B2","NT12603_728.fasta","NILS70","PRJEB20550","728","728","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"525","NT12604","F11",1.35220759414943,15.6497666666667,11.4470666666667,8.3865,1.32816666666667,0.5011547099782,0.53214289747523,0.610086477476759,1.10672751991325,"B2","NT12604_729.fasta","NILS71","PRJEB20550","729","729","Pathogenic strain","PG6","PG6_6","6","ECOREF","biofilm","super_bio","B2",NA,"No",NA
"526","NT12605","F12",1.35175215869096,14.4146,11.7252666666667,7.4703,0.2894,0.300146580856754,0.405809688565137,0.527701970813072,0.159570391990494,"B2","NT12605_730.fasta","NILS72","PRJEB20550","730","730","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"527","NT12606","G1",1.32317060567101,16.1264666666667,11.7810333333333,7.94856666666667,1.60846666666667,0.100574864321724,0.372469922723075,0.661539305962491,0.355091330974629,"B2","NT12606_731.fasta","NILS73","PRJEB20550","731","731","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","super_bio","B2",NA,"No",NA
"528","NT12607","G2",1.42243831974292,15.9221666666667,11.5626,8.29386666666667,2.79183333333333,0.430111628921299,0.124476624311555,0.37167720313914,0.974632188742673,"B2","NT12607_732.fasta","NILS74","PRJEB20550","732","732","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","biofilm","B2",NA,"No",NA
"529","NT12608","G3",1.34791031054897,13.1981333333333,9.72146666666667,6.9808,1.08763333333333,0.654760951289349,0.504508367951745,0.769002646289335,0.703074514780143,"B2","NT12608_733.fasta","NILS75","PRJEB20550","733","733","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"530","NT12609","G4",1.26936494034262,15.6421,10.9743,7.94023333333333,0.941,0.327577517543558,0.123045641938266,0.421921904306156,0.801250847113437,"B2","NT12609_734.fasta","NILS76","PRJEB20550","734","734","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"531","NT12610","G5",1.40776953373029,15.0142,10.4472333333333,7.40683333333333,3.28246666666667,0.886065736838976,0.214014353101219,0.745182959636983,2.32320481734464,"B2","NT12610_735.fasta","NILS77","PRJEB20550","735","735","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","biofilm","B2",NA,"No",NA
"532","NT12611","G6",2.26538823482076,14.9123666666667,12.9476666666667,11.3511333333333,9.4835,0.278917699928372,0.170362623052515,0.304201353273343,0.461956199222393,"B2","NT12611_736.fasta","NILS78","PRJEB20550","736","736","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"533","NT12612","G7",1.48795677037899,12.3804,9.8307,6.44646666666667,2.14433333333333,0.176887421825295,0.162760836812791,0.638076659448795,2.41686521000517,"B2","NT12612_737.fasta","NILS79","PRJEB20550","737","737","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","normal","B2",NA,"No",NA
"534","NT12613","G8",1.4690670439835,12.1795666666667,10.621,6.4455,0.8261,0.808321361423372,0.194667434359217,0.630535161588947,1.13241641192628,"B2","NT12613.fasta","NILS80",NA,"NT12613",NA,NA,"PG6","PG6_6","6","ECOREF","normal","normal","B2","B2","No",NA
"535","NT12614","G9",1.25304569861402,15.8611666666667,10.7744666666667,7.26206666666667,1.83823333333333,0.634762769334602,0.284826426676552,0.491766706206646,1.73846983676259,"B2","NT12614_739.fasta","NILS81","PRJEB20550","739","739","Pathogenic strain","PG6","PG6_6","6","ECOREF","normal","super_bio","B2",NA,"No",NA
"536","NT12615","G10",2.09460830903555,14.4846333333333,12.3302666666667,10.3765333333333,7.63283333333333,0.143773235803238,0.482016206504857,0.534035170502218,0.40544318138715,"B2","NT12615_740.fasta","NILS82","PRJEB20550","740","740","Pathogenic strain","PG6","PG6_6","6","ECOREF","biofilm","normal","B2",NA,"No",NA
"537","NT12616","G10",0.89354197686729,11.7755333333333,6.20643333333333,3.8088,0.5067,0.663649307491037,0.507905250350234,0.256374725743393,0.5253247662161,"B2","NT12616_171.fasta","SCI-07","PRJNA180387","171","171","Pathogenic strain","PG5","PG5_5","5","ECOREF","normal","normal","B2",NA,"No",NA
"538","NT12617","G11",2.34244525044764,14.5206666666667,12.6581666666667,11.7746333333333,9.58106666666667,0.695647053708512,0.834724447547412,0.740069796257984,0.713620251487676,"B1","NT12617_147.fasta","O08","PRJNA189394","147","147","Pathogenic strain","PG5","PG5_5","5","ECOREF","normal","normal","B1",NA,"No",NA
"539","NT12618","G12",1.27534927273561,13.8120333333333,8.3833,6.48636666666667,2.7455,0.323620863563111,0.202389550125494,0.465948219583822,1.83790470917292,"G","NT12618_181.fasta","SEPT362","PRJNA189393","181","181","Pathogenic strain","PG5","PG5_5","5","ECOREF","normal","normal","G",NA,"No",NA
"540","NT12619","H1",1.51813069693681,16.2477666666667,11.2185333333333,7.75856666666667,5.68913333333333,0.247601501072457,0.757057014585648,0.62473854798094,1.40248023634322,"A","NT12619_170.fasta","S17","PRJNA189395","170","170","Pathogenic strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"541","NT12704","H4",1.18889856388763,8.00076666666667,4.72296666666667,3.118,1.67113333333333,2.64548906883649,1.28337870612432,1.87111072093556,2.89197652191945,"A","NT12704_20.fasta","606","PRJNA294072","20","20","Laboratory strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"542","NT12705","H5",0.938608001785022,6.27443333333333,4.0186,1.87033333333333,3e-04,0.236679325952508,0.444533901969243,0.442394861332422,0.000264575131106459,"A","NT12705_21.fasta","607","PRJNA294072","21","21","Laboratory strain","PG5","PG5_5","5","ECOREF","normal","normal","A",NA,"No",NA
"543","1","B2",2.20513570630833,10.5605666666667,9.0497,7.8376,6.36553333333333,0.347978294342238,0.245346836132036,0.923042756322805,0.434077761850723,"B2","1.fasta",NA,NA,"1","1","Commensal strain","AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","B2",NA,"No",NA
"544","10","B8",2.36914917240082,9.62006666666667,8.50713333333333,8.0526,6.24126666666667,0.872653575786711,0.727597652094435,0.764130767604603,1.29993286493316,"Non Escherichia","10.fasta",NA,NA,NA,NA,NA,"AUS_PG1","AUS_PG1_1","1","AUS","normal","normal","Non Escherichia",NA,"Yes","K. oxytoca"
"545","100","E5",0.946838120324479,11.9509,7.61583333333333,3.6346,0.0480333333333333,0.418488147980322,0.486416707498142,0.77225701032752,0.0704761898326898,"B2","100.fasta",NA,NA,"100","100","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","B2",NA,"No",NA
"546","101","E6",1.103421398863,13.8382333333333,8.7265,5.8556,0.669266666666667,0.971939001858313,1.25431442629031,0.25233515411056,0.636519963028131,"B2","101.fasta",NA,NA,"101","101","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","B2",NA,"No",NA
"547","102","E7",1.1269854868423,13.0526666666667,8.2578,6.12316666666667,0.254266666666667,1.42700471734796,0.912984835580526,0.926462877471803,0.167998283721392,"D","102.fasta",NA,NA,"102","102","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","D",NA,"No",NA
"548","103","E8",1.0634081705499,13.1841666666667,9.14136666666667,4.602,0.2723,0.606979178665407,0.33500528851547,0.299897849275382,0.36109771530709,"B1","103.fasta",NA,NA,"103","103","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","B1",NA,"No",NA
"549","104","E9",0.956093478170383,9.88726666666667,6.86136666666667,2.59006666666667,0.00763333333333333,0.495485714560302,0.344287065300649,0.820287329740825,0.0122810151589082,"A","104.fasta",NA,NA,"104","104","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","A",NA,"No",NA
"550","105","E10",0.932399712572596,9.4442,6.46786666666667,2.3303,0.0322333333333333,0.429932169068564,0.464076118038122,1.39050673137529,0.0270085788840015,"A","105.fasta",NA,NA,"105","105","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","A",NA,"No",NA
"551","106","E11",1.10352652519756,11.8612,8.90116666666667,4.10893333333333,0.000166666666666667,1.07690392793415,0.387933787305686,1.00310514071723,0.000288675134594813,"D","106.fasta",NA,NA,"106","106","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","D",NA,"No",NA
"552","107","F2",0.85531729350037,12.6769666666667,7.7192,2.98976666666667,0.118633333333333,0.291494928486472,0.185032429590059,1.03549734105566,0.143050701967286,"B2","107.fasta",NA,NA,"107","107","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","normal","normal","B2",NA,"No",NA
"553","108","F3",1.10283436912949,6.9836,5.81526666666667,1.86863333333333,0.0231333333333333,0.437606889799509,0.614803288323455,1.28034341617135,0.0322961814048245,"F","108.fasta",NA,NA,"108","108","Commensal strain","AUS_PG2","AUS_PG2_2","2","AUS","biofilm","super_bio","F",NA,"No",NA
